序号,题名,作者,来源,发表时间,数据库,被引,下载
1856,中国本土新兴企业的战略双重性:基于华为、联想和海尔实践的理论探索,武亚军,管理世界,2009-12-15,期刊,40,4335
1857,企业改革30年:管理层激励效应——基于上市公司的样本分析,黄桂田 张悦,金融研究,2008-12-25,期刊,97,1920
1858,民间借贷的制度性压制及其解决途径,张书清,法学,2008-09-20,期刊,231,4090
1859,中国东南沿海区域经济差异及经济增长因素分析,伍世代 王强,地理学报,2008-02-15,期刊,172,2973
1860,政府间财政收支责任安排的地区经济增长效应,贾俊雪 郭庆旺,经济研究,2008-06-20,期刊,85,3093
1861,中国能源效率地区差异及其成因研究——基于随机前沿生产函数的方差分解,史丹 吴利学 傅晓霞 吴滨,管理世界,2008-02-15,期刊,272,5216
1862,中国城市化研究主要成果综述,顾朝林 吴莉娅,城市问题,2008-12-27,期刊,193,8542
1863,公共品的自愿供给机制:一项实验研究,周业安 宋紫峰,经济研究,2008-07-20,期刊,69,2967
1864,教育不平等与收入分配差距:中国的实证分析,杨俊 黄潇 李晓羽,管理世界,2008-01-15,期刊,186,7714
1865,动态能力如何影响企业绩效──基于中国企业的实证研究,曹红军 赵剑波,南开管理评论,2008-12-08,期刊,117,2801
1866,服务外包:合约形态变革及其理论蕴意——人力资本市场配置与劳务活动企业配置的统一,江小涓,经济研究,2008-07-20,期刊,138,3148
1867,基于AHP的上市公司内部控制质量模糊评价,骆良彬 王河流,审计研究,2008-11-28,期刊,303,2839
1868,公司内部人具有交易时机的选择能力吗?——来自中国上市公司内部人卖出股票的证据,曾庆生,金融研究,2008-09-18,期刊,106,1835
1869,健康人力资本、健康投资和经济增长——以中国跨省数据为例,王弟海 龚六堂 李宏毅,管理世界,2008-03-15,期刊,161,4018
1870,西方与本土:变革型、家长型领导行为对民营企业绩效影响的比较研究,鞠芳辉 谢子远 宝贡敏,管理世界,2008-05-15,期刊,103,4088
1871,关系营销导向与跨组织人际关系对企业关系型渠道治理的影响,庄贵军 李珂 崔晓明,管理世界,2008-07-15,期刊,86,4126
1872,对外贸易对我国污染排放的影响——以二氧化硫排放为例,沈利生 唐志,管理世界,2008-06-15,期刊,192,2553
1873,政策测量、政策协同演变与经济绩效:基于创新政策的实证研究,彭纪生 仲为国 孙文祥,管理世界,2008-09-15,期刊,117,3341
1874,家族企业独立董事与企业价值——对中国上市公司独立董事制度合理性的检验,赵昌文 唐英凯 周静 邹晖,管理世界,2008-08-15,期刊,150,4900
1875,中国贸易顺差成因研究——基于跨时最优消费理论的实证分析,赵文军 于津平,经济研究,2008-12-20,期刊,72,3048
1876,电力市场下需求响应研究综述,张钦 王锡凡 王建学 冯长有 刘林,电力系统自动化,2008-02-10,期刊,312,3968
1877,对中国能源问题的思考,江泽民,上海交通大学学报,2008-03-15,期刊,1320,20134
1878,商业银行效率、影响因素及其能力模型的解释结果,赵永乐 王均坦,金融研究,2008-02-18,期刊,174,3658
1879,变动的单位制与体制内的分化——以限制介入性大型国有企业为例,刘平 王汉生 张笑会,社会学研究,2008-05-20,期刊,83,2409
1880,金融发展影响了中国工业制成品出口的比较优势吗,包群 阳佳余,世界经济,2008-03-10,期刊,189,2340
1881,企业内部控制的有效性及其评价方法,陈汉文 张宜霞,审计研究,2008-05-28,期刊,784,10724
1882,控制权、现金流权与资本结构——一项基于我国民营上市公司面板数据的实证分析,韩亮亮 李凯,会计研究,2008-03-15,期刊,170,4513
1883,税收优惠与财政补贴对企业R&D影响的比较分析,戴晨 刘怡,经济科学,2008-06-20,期刊,151,2949
1884,农民专业合作社治理机制及其绩效实证分析,黄胜忠 林坚 徐旭初,中国农村经济,2008-03-29,期刊,273,3612
1885,两类代理成本、债务治理及其可观测绩效的研究——来自我国中小上市公司的经验证据,李世辉 雷新途,会计研究,2008-05-15,期刊,184,3491
1886,股票价格具有货币政策指示器功能吗——来自中国1997～2006年的经验证据,王虎 王宇伟 范从来,金融研究,2008-05-18,期刊,114,2792
1887,外资银行进入对我国银行业市场竞争度的影响：基于Panzar-Rosse模型的实证研究,李伟 韩立岩,金融研究,2008-04-18,期刊,159,2721
1888,微电网的研究现状及在我国的应用前景,郑漳华 艾芊,电网技术,2008-08-20,期刊,489,5712
1889,跨国公司价值链的区位选择及其决定因素,徐康宁 陈健,经济研究,2008-03-20,期刊,105,4709
1890,外商直接投资对我国技术创新能力影响及地区差异分析,李晓钟 张小蒂,中国工业经济,2008-09-17,期刊,112,2301
1891,服装产业国际竞争力——基于全球价值链的深层透视,谭力文 马海燕 刘林青,中国工业经济,2008-10-17,期刊,87,3959
1892,区域一体化、经济增长与政治晋升,徐现祥 李郇 王美今,经济学(季刊),2007-07-15,期刊,219,4765
1893,产权、代理成本和代理效率,李寿喜,经济研究,2007-01-20,期刊,431,7080
1894,中国自主创新中研发资本投入产出绩效分析——兼论人力资本和知识产权保护的影响,李平 崔喜君 刘建,中国社会科学,2007-03-10,期刊,273,7418
1895,公司特征与公司社会责任信息披露——来自我国上市公司的经验证据,沈洪涛,会计研究,2007-03-15,期刊,917,11042
1896,国际四大意味着高审计质量吗——基于会计稳健性角度的检验,刘峰 周福源,会计研究,2007-03-15,期刊,537,7556
1897,农户联保贷款有效性问题研究,赵岩青 何广文,金融研究,2007-07-25,期刊,199,2807
1898,中国区域金融发展差异的解释——基于劳动分工理论与Shapley值分解方法,李敬 冉光和 万广华,经济研究,2007-05-20,期刊,219,5272
1899,我国创业投资的回报率及其影响因素,钱苹 张帏,经济研究,2007-05-20,期刊,205,5309
1900,中国农村收入流动分析,孙文凯 路江涌 白重恩,经济研究,2007-08-20,期刊,140,4236
1901,当代服务外包的经济学观察:产品内分工的分析视角,卢锋,世界经济,2007-08-10,期刊,202,4391
1902,基金业绩与投资者的选择——中国开放式基金赎回异常现象的研究,陆蓉 陈百助 徐龙炳 谢新厚,经济研究,2007-06-20,期刊,225,4632
1903,上市公司的股利政策究竟迎合了谁的需要——来自中国上市公司的经验数据,黄娟娟 沈艺峰,会计研究,2007-08-15,期刊,331,7334
1904,金融加速器效应在中国存在吗?,赵振全 于震 刘淼,经济研究,2007-06-20,期刊,260,3987
1905,自然资源与经济增长:资源瓶颈及其解决途径,罗浩,经济研究,2007-06-20,期刊,194,5875
1906,盈余管理动机、信息质量与政府监管,于李胜,会计研究,2007-09-15,期刊,202,5715
1907,流动性过剩与货币调控,钱小安,金融研究,2007-07-25,期刊,179,3355
1908,基于契约视角的企业内部控制研究,林钟高 郑军,会计研究,2007-10-15,期刊,211,4223
1909,制度环境与自由现金流的过度投资,杨华军 胡奕明,管理世界,2007-09-15,期刊,483,6529
1910,大股东、债权人保护和公司债务期限结构选择——来自中国上市公司的经验证据,肖作平 廖理,管理世界,2007-10-15,期刊,197,3925
1911,中国区域创新能力变迁的实证分析:基于创新系统的观点,李习保,管理世界,2007-12-15,期刊,196,4357
1912,经营者股权激励、董事会组成与企业价值——基于内生性视角的经验分析,王华 黄之骏,管理世界,2006-09-15,期刊,509,7825
1913,R&D与生产率——基于中国制造业的实证研究,吴延兵,经济研究,2006-11-20,期刊,455,7067
1914,我国食品安全监管问题及对策研究,臧立新,吉林大学,2009-10-01,博士,84,12678
1915,融资融券对股票市场的影响研究,蔡笑,苏州大学,2010-03-01,博士,82,5401
1916,破解中国中小企业融资困境的对策研究,张广宁,辽宁大学,2009-11-01,博士,79,24714
1917,不完全税权、政府竞争与税收增长,汤玉刚 苑程浩,经济学(季刊),2010-10-15,期刊,25,1350
1918,企业多元化经营受政府干预、企业资源的影响,马忠 刘宇,中国软科学,2010-01-28,期刊,69,1571
1919,基于数据包络分析的中国主要城市旅游效率评价,马晓龙 保继刚,资源科学,2010-01-15,期刊,63,2140
1920,中国出口产品的国际分工地位研究——基于产品内分工的视角,施炳展,世界经济研究,2010-01-25,期刊,82,2136
1921,新型农村社会养老保险制度推行中的难点分析——兼析个人、集体和政府的筹资能力,邓大松 薛惠元,经济体制改革,2010-01-25,期刊,347,5649
1922,农民对农村公共品供给满意度实证分析——基于陕西省32个乡镇的调查数据,朱玉春 乔文 王芳,农业经济问题,2010-01-23,期刊,67,1764
1923,人力资本、劳动力市场分割与收入分配,王甫勤,社会,2010-01-20,期刊,49,2394
1924,转型时期的农民工住房问题——一种政策过程的视角,丁富军 吕萍,公共管理学报,2010-01-20,期刊,52,2722
1925,中国钾资源与钾盐工业可持续发展,马鸿文 苏双青 刘浩 杨雪 彭辉 俞子俭,地学前缘,2010-01-15,期刊,67,1316
1926,高管变更、继任来源与盈余管理,杜兴强 周泽将,当代经济科学,2010-01-15,期刊,107,2784
1927,员工社会化、组织认同与组织公民行为——基于中国科技制造企业的实证研究,葛建华 苏雪梅,南开管理评论,2010-02-08,期刊,56,3338
1928,技术效率、技术进步与中国农业全要素生产率的提高——基于国际比较的实证分析,车维汉 杨荣,财经研究,2010-03-03,期刊,61,1805
1929,风电并网后西北电网调峰能力的计算方法,衣立东 朱敏奕 魏磊 姜宁 于广亮,电网技术,2010-02-05,期刊,136,2376
1930,中国货币政策的福利损失及中介目标的选择——基于新凯恩斯DSGE模型的分析,奚君羊 贺云松,财经研究,2010-02-03,期刊,71,2163
1931,汇率变动对中国农产品价格的传递效应,刘艺卓,中国农村经济,2010-01-30,期刊,52,1832
1932,中国企业的工资变化趋势与决定机制研究,张杰 黄泰岩,中国工业经济,2010-03-17,期刊,36,1560
1933,国际石油价格与通货膨胀的溢出效应及动态相关性,王彬 李成 马文涛,财经研究,2010-04-03,期刊,54,1786
1934,对外贸易、经济增长与产业结构升级——基于中国、印度和亚洲“四小龙”的实证检验,黄庆波 范厚明,国际贸易问题,2010-02-15,期刊,71,3163
1935,中国股指期货对现货市场联动效应的实证研究——基于沪深300仿真指数期货数据的分析,邢天才 张阁,财经问题研究,2010-04-05,期刊,159,3110
1936,绿色经济视野下的低碳经济发展新论,方时姣,中国人口·资源与环境,2010-04-15,期刊,86,3407
1937,农户采用不同属性技术行为的差异分析——基于陕西、甘肃、宁夏的调查,满明俊 周民良 李同昇,中国农村经济,2010-02-28,期刊,50,1097
1938,控股权性质、会计稳健性与不对称投资效率——基于我国上市公司的再检验,孙刚,山西财经大学学报,2010-05-28,期刊,113,1951
1939,经济基本面还是房地产政策在影响中国的房价,余华义,财贸经济,2010-03-10,期刊,103,3379
1940,我国食品安全监管体制改革——基于整体政府理论的分析,颜海娜,学术研究,2010-05-20,期刊,133,3977
1941,高技术与非高技术产业创新的单要素效率,李新春 李胜文 张书军,中国工业经济,2010-05-17,期刊,41,1261
1942,基于扎根理论的产业集群风险问题研究,朱荣,会计研究,2010-03-15,期刊,45,1928
1943,核心高管特征与公司成长性关系研究——基于中国沪深两市上市公司数据的经验研究,徐经长 王胜海,经济理论与经济管理,2010-06-16,期刊,101,1737
1944,全面实施我国会计人才战略,刘玉廷,会计研究,2010-03-15,期刊,45,1384
1945,中国对外贸易结构与产业结构:“镜像”与“原像”的背离,袁欣,经济学家,2010-06-05,期刊,88,2352
1946,基于社会网络分析的项目治理研究——以大型建设监理项目为例,丁荣贵 刘芳 孙涛 孙华,中国软科学,2010-06-28,期刊,65,2176
1947,收入性质对农民消费的影响分析,王健宇 徐会奇,中国农村经济,2010-04-30,期刊,48,1316
1948,1988年至2005年北京生态服务价值对土地利用变化的响应,蒋晶 田光进,资源科学,2010-07-15,期刊,55,1416
1949,亲缘关系、创新能力与企业绩效,李婧 贺小刚 茆键,南开管理评论,2010-06-08,期刊,49,2532
1950,企业慈善捐赠对市场影响的实证研究——以“5·12”地震慈善捐赠为例,李敬强 刘凤军,中国软科学,2010-06-28,期刊,82,1691
1951,宏观调控目标的“十一五”分析与“十二五”展望,中国社会科学院经济研究所宏观经济调控课题组 陈佳贵 刘树成 张晓晶 汤铎铎,经济研究,2010-02-20,期刊,26,2715
1952,全球气候变化博弈中的碳边界调节措施研究,东艳,世界经济与政治,2010-07-14,期刊,40,1239
1953,地区差异化背景下制造商双渠道定价策略研究,盛昭瀚 徐峰,管理科学学报,2010-06-15,期刊,59,1887
1954,全球价值链角度下我国生产性服务贸易的发展水平研究——基于投入产出方法,顾国达 周蕾,国际贸易问题,2010-05-15,期刊,51,2186
1955,中国金融服务贸易国际竞争力分析——基于BOP和FATS统计的分析,黄满盈 邓晓虹,世界经济研究,2010-05-25,期刊,64,2284
1956,2009年美、欧、英、日央行非常规货币政策及其效应比较分析,陈敏强,国际金融研究,2010-07-12,期刊,36,1500
1957,婚姻市场要价:理解农村婚姻交换现象的一个框架,桂华 余练,青年研究,2010-06-15,期刊,60,2815
1958,人民币汇率变动对国内价格水平的传递效应,周杰琦,统计研究,2010-08-15,期刊,63,1607
1959,中国高新技术产业研发效率及其影响因素——基于面板数据SFPF模型的实证研究,陈修德 梁彤缨,科学学研究,2010-08-15,期刊,88,2068
